/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403311500_D05_clip107_start2206_315_2309_460.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/COPTIERE_202502171400_D04_clip66_start0_399_162_679.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CYPRES_202503061000_D03_fixed_clip235_start1483_141_1651_206.mp4 20
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202404090900_D08_clip122_start84_500_149_638.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202404090900_D08_clip12_start559_531_915_979.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202404051200_D08_clip103_start0_493_118_634.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/SAULAIE_202503260900_D01_fixed_clip125_start1573_547_1923_1000.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403201300_D06_clip348_start1050_427_1209_589.mp4 20
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/COPTIERE_202502081200_D04_clip223_start695_215_1017_852.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CYPRES_202503091600_D06_fixed_clip383_start2065_719_2318_1103.mp4 20
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/SAULAIE_202503200900_D04_fixed_clip239_start474_520_638_753.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403241200_D03_clip159_start1707_360_1885_458.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/SAULAIE_202503230900_D03_fixed_clip291_start278_440_599_725.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/SAULAIE_202503231100_D02_fixed_clip161_start117_527_489_907.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403311500_D05_clip107_start1157_46_1250_148.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CYPRES_202503101000_D01_fixed_clip52_start2328_335_2559_649.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403301300_D03_clip165_start1378_250_1582_444.mp4 40
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403201300_D08_clip136_start1346_241_1451_360.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/COPTIERE_202502071200_D02_clip224_start1716_265_2221_750.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403311500_D05_clip96_start1874_202_1963_343.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403261200_D05_clip187_start1032_173_1132_259.mp4 30
/home/allyndree/PFR-ViTCow/videomae_training/pretraining_dataset/train/CORDEMAIS_202403261300_D08_clip44_start1600_250_1692_398.mp4 20
